ID	Zip	Age	Sex	Helsinki should be an example of reducing carbon dioxide emissions	Local wind power should be produced in Helsinki	Construction of wind turbines would have a positive impact on Helsinki's image.	Construction of wind turbines would have a positive impact on the landscape of Helsinki's.	How often do you spend your free time on the shores of Helsinki?	How often do you spend your free time at the waters of Helsinki?	What do you feel if wind turbines would be visible to sea lanes that approach Helsinki?	What do you feel if wind turbines could be seen from the ramparts of Suomenlinna?	What do you feel if wind turbines would be built at the port and power plant areas of Helsinki?	What do you feel if wind turbines would be built on the landfills (Malminkartano tai vuosaari) of Helsinki?	What do you feel if wind turbines would be built at the outer territorial waters (8-10 km from the coastline) of Helsinki?	What do you feel if wind turbines would be built at the inner archipelago (4-5 km from coastline) of Helsinki?	What do you feel if wind turbines would be built at shores (1-2 km from coastline) of Helsinki?	I would like to influence the placement of wind turbines in Helsinki	I would like to buy local wind power in Helsinki, even if cheaper electricity would be available from elsewhere	I would like to participate in the construction of wind power as an investor (eg funds, shareholdings).
1140	ZIP_00370	27	m	2	2	2	1	1	0	2	1	1	-1	2	1	-1	1	1	1
1141	ZIP_00630	39	m	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1
1142	ZIP_00140	68	n	2	2	2	0	4	1	1	1	1	2	1	-1	1	2	2	1
1143	ZIP_00130	39	m	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	1
1144	ZIP_00390	70	m	2	1	1	-2	1	1	1	1	1	1	2	-1	-1	-1	-1	-1
1145	ZIP_00520	26	n	2	2	2	2	1	1	2	2	2	2	2	2	1	-1	1	0
1146	ZIP_00530	26	m	2	2	2	2	4	4	2	2	2	1	2	2	2	2	2	2
1147	ZIP_00300	69	n	1	0	1	-1	1	1	-1	1	1	1	1	0	-1	0	-1	1
1148	ZIP_00710	28	n	2	2	2	1	4	1	1	1	2	-1	2	2	1	0	1	1
1149	ZIP_33333	31	m	2	2	2	2	4	1	2	2	2	2	2	2	2	2	2	2
1150	ZIP_00120	34	m	2	2	2	2	4	4	2	-2	-2	-2	-2	2	2	2	2	-2
1151	ZIP_00250	75	n	1	-2	0	-2	3	1	0	-2	1	0	1	-1	-2	2	-2	-2
1152	ZIP_00840	50	m	2	2	2	1	4	1	2	2	1	1	2	1	1	1	1	-1
1153	ZIP_00500	43	m	1	2	0	1	3	1	2	2	2	2	2	2	2	1	-1	0
1154	ZIP_00440	38	m	2	2	2	2	3	2	2	2	2	2	2	2	1	1	1	2
1155	ZIP_00810	49	m	2	1	1	2	4	0	2	-1	1	2	-1	1	1	1	-1	1
1156	ZIP_00500	36	m	-1	-2	-1	-2	4	1	-1	-2	-1	-1	-1	-1	-2	-1	-2	-2
1157	ZIP_00530	47	m	2	2	2	1	4	4	2	2	2	2	2	2	2	1	2	1
1158	ZIP_00800	48	n	2	2	2	0	4	1	2	2	2	2	2	1	1	1	1	0
1159	ZIP_00140	67	m	1	-2	-2	-2	3	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1160	ZIP_00500	40	m	2	2	2	2	4	1	2	2	2	2	2	2	2	-1	1	-1
1161	ZIP_00820	57	n	2	2	2	2	4	1	1	2	2	2	2	1	1	0	1	1
1162	ZIP_00570	61	m	2	1	1	1	4	3	1	1	1	1	1	1	1	2	1	1
1163	ZIP_20810	30	m	2	2	2	2	0	0	2	2	2	2	2	2	2	2	-2	-2
1164	ZIP_00530	60	m	1	-2	-2	-2	4	1	1	1	-2	1	1	1	1	1	-1	-1
1165	ZIP_00550	25	n	2	2	2	1	3	2	2	1	2	2	2	1	1	1	1	0
1166	ZIP_00150	20	m	2	2	2	2	2	0	2	2	2	2	2	2	-1	-1	2	2
1167	ZIP_02110	51	n	2	2	2	1	2	1	2	1	2	2	2	1	1	2	1	1
1168	ZIP_40100	43	n	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
1169	ZIP_00870	53	m	2	2	2	2	4	3	2	2	-2	2	2	-2	-2	1	2	1
1170	ZIP_17320	35	n	2	2	2	2	2	1	2	2	2	2	1	1	1	-1	1	0
1171	ZIP_00530	41	m	2	2	2	1	3	2	2	2	2	2	2	2	1	-1	2	1
1172	ZIP_00840	30	n	2	2	2	1	4	2	2	1	2	2	2	1	1	1	2	1
1173	ZIP_00300	60	n	2	2	2	2	3	1	2	2	2	1	2	2	1	2	2	-1
1174	ZIP_00200	32	m	2	2	2	-2	3	1	1	1	2	2	2	2	-1	2	1	1
1175	ZIP_00520	23	n	2	2	2	2	3	1	2	2	2	2	2	2	2	1	2	-1
1176	ZIP_00150	40	n	2	2	2	1	4	1	2	2	2	2	1	2	2	2	-1	-1
1177	ZIP_00170	32	m	2	2	2	-1	3	2	1	-1	2	2	1	-2	-2	1	2	2
1178	ZIP_01450	33	m	-2	-1	2	-1	1	1	-2	0	2	-2	2	2	-2	2	-2	1
1179	ZIP_80110	24	m	2	2	2	1	1	1	2	2	2	1	2	-1	-1	2	2	2
1180	ZIP_00530	35	n	2	2	2	2	4	1	2	2	2	2	2	2	2	1	1	1
1181	ZIP_04100	44	m	-2	-2	-2	-2	2	1	-1	-2	1	-2	-2	-2	-2	2	-2	-2
1182	ZIP_02110	38	n	2	2	2	0	2	1	1	1	2	2	2	1	1	0	1	-1
1183	ZIP_00750	19	n	1	2	2	2	1	0	1	2	2	2	2	1	1	1	2	-1
1184	ZIP_00500	25	n	2	2	2	2	4	2	2	2	2	2	2	2	1	1	2	1
1185	ZIP_00530	31	n	2	2	2	2	2	1	2	1	2	2	2	2	1	-1	2	1
1186	ZIP_00550	61	m	2	2	2	1	4	2	1	1	1	1	2	1	1	2	-1	1
1187	ZIP_00160	50	m	2	1	0	0	4	2	1	1	2	1	1	1	0	0	-1	-1
1188	ZIP_00530	25	m	-2	-2	-2	-2	4	2	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1189	ZIP_00760	23	m	-2	-2	-2	-2	3	1	-2	-2	-2	-2	-1	-2	-2	2	-2	-2
1190	ZIP_00570	37	m	1	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1191	ZIP_01300	40	m	-2	-2	-2	-2	2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1192	ZIP_00790	31	n	2	2	2	2	3	2	2	2	2	2	2	2	1	1	2	2
1193	ZIP_00610	34	m	2	2	2	2	3	1	2	2	2	2	2	2	2	-1	2	1
1194	ZIP_00100	39	m	1	-2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1195	ZIP_00200	32	n	2	2	2	2	3	1	2	2	2	2	2	2	2	-1	1	1
1196	ZIP_02110	37	m	2	2	1	1	4	1	2	2	2	2	2	1	1	1	2	0
1197	ZIP_00440	27	n	2	1	2	2	1	1	2	1	2	2	1	-1	-1	2	1	1
1198	ZIP_00100	50	m	-2	-2	-2	-2	3	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1199	ZIP_21260	48	m	1	1	2	2	1	0	2	2	2	2	-1	1	2	1	2	-1
1200	ZIP_00420	39	m	1	-2	-2	-2	3	2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2
1201	ZIP_00800	29	m	2	2	2	1	4	2	2	1	2	2	2	1	1	2	2	2
1202	ZIP_00200	33	m	2	2	2	-1	3	1	2	0	2	2	2	1	1	0	0	1
1203	ZIP_00210	35	n	2	2	2	1	4	1	2	-1	2	2	2	1	1	1	2	1
1204	ZIP_00580	23	n	2	2	2	2	3	1	2	-1	2	2	2	2	2	1	2	1
1205	ZIP_00840	44	m	2	2	2	2	3	2	2	2	1	0	2	2	1	0	2	0
1206	ZIP_00210	47	m	2	2	2	2	3	1	2	2	2	2	2	2	2	1	2	2
1207	ZIP_02320	34	m	1	2	2	2	3	2	2	2	2	2	1	2	1	-1	1	-1
1208	ZIP_00200	44	m	2	2	2	2	4	0	2	2	2	2	2	2	2	-1	1	-1
1209	ZIP_00300	39	n	2	2	2	1	4	2	2	1	2	2	2	-1	-1	2	1	1
1210	ZIP_00200	52	n	2	2	2	1	4	3	2	2	2	2	2	1	2	-1	2	-1
1211	ZIP_00410	49	n	1	2	2	2	2	1	2	2	2	2	2	2	2	-1	2	-1
1212	ZIP_00320	28	m	2	1	-1	-1	4	4	1	-1	2	1	-1	-2	-2	1	-2	-2
1213	ZIP_00200	22	n	2	1	1	-1	3	1	0	1	1	1	2	1	-2	2	-1	-2
1214	ZIP_00400	37	n	2	2	2	1	3	1	2	2	2	2	2	2	2	-1	2	-1
1215	ZIP_02150	42	m	-2	-1	1	-2	2	2	1	-1	1	1	-2	-2	-1	-1	-2	-1
1216	ZIP_00640	24	n	2	2	2	1	3	2	2	-1	2	2	2	1	1	1	1	0
1217	ZIP_00840	50	m	1	2	2	2	4	2	2	2	2	2	2	1	1	1	-1	2
1218	ZIP_00260	71	m	1	-1	-2	-2	3	1	-2	-2	-2	-2	-1	-2	-2	0	-2	-2
1219	ZIP_00210	55	m	-1	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1220	ZIP_00730	46	m	-1	-2	-2	-1	1	1	-1	-1	-1	-2	-1	-2	-2	2	-2	-2
1221	ZIP_00990	61	m	1	2	2	2	4	1	2	2	-1	-2	2	2	2	2	1	1
1222	ZIP_00540	33	m	1	0	1	1	4	1	2	2	2	2	2	1	1	1	-2	-2
1223	ZIP_00100	40	m	2	2	2	-1	2	1	2	2	2	2	-2	-2	-1	2	-1	1
1224	ZIP_00410	31	m	-1	1	-1	-2	1	1	1	-2	-1	1	1	-1	-2	0	-2	-2
1225	ZIP_00200	34	m	2	2	2	1	4	2	2	2	2	2	2	2	-1	2	2	-1
1226	ZIP_00160	32	m	2	1	1	-1	4	2	1	1	-1	-1	1	-1	-2	2	1	-1
1227	ZIP_00610	50	n	2	2	2	0	3	1	2	1	2	2	2	-1	-2	2	2	-1
1228	ZIP_00130	35	m	2	2	2	2	4	1	2	-2	-2	2	2	-2	-2	2	-2	-2
1229	ZIP_00980	60	m	1	1	2	-1	3	1	-1	-1	-2	-2	2	-1	-2	2	-1	-2
1230	ZIP_00560	19	x	2	2	2	0	4	1	1	1	2	2	1	0	0	2	2	0
1231	ZIP_00620	20	m	2	2	2	1	3	2	1	1	2	2	2	2	2	2	1	0
1232	ZIP_00560	21	m	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	0
1233	ZIP_00560	25	n	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	0
1234	ZIP_00980	33	m	2	2	2	2	4	1	2	2	2	2	2	2	2	-1	1	-1
1235	ZIP_00710	25	m	2	2	2	1	2	0	2	2	2	2	2	2	2	1	2	2
1236	ZIP_00210	39	m	2	2	2	2	4	3	2	2	2	2	2	2	1	2	2	1
1237	ZIP_00960	32	m	-1	-1	-1	-2	4	1	0	1	-1	-2	1	-1	-2	2	-1	-1
1238	ZIP_00100	34	m	2	2	2	-1	2	1	1	-1	2	2	0	-1	-1	1	1	1
1239	ZIP_00250	21	n	2	2	2	2	3	1	2	2	2	2	2	1	2	1	2	0
1240	ZIP_00920	37	n	2	2	1	2	2	1	2	2	2	2	2	2	2	-1	1	1
1241	ZIP_00850	69	m	1	-2	-2	-2	3	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1242	ZIP_00100	40	n	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1243	ZIP_01450	18	n	2	2	2	2	3	0	2	2	2	2	2	2	2	-1	1	0
1244	ZIP_00720	31	m	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1
1245	ZIP_00510	28	n	2	2	2	2	3	1	2	2	2	2	2	2	2	1	2	0
1246	ZIP_00550	27	n	2	2	2	1	4	0	2	2	2	2	2	2	2	1	2	2
1247	ZIP_00990	67	m	-1	-1	-1	-2	4	1	1	1	-2	-2	2	1	-2	2	-1	-1
1248	ZIP_00100	35	n	-2	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1249	ZIP_00270	20	m	-1	-1	1	-1	0	1	1	1	-2	-2	1	-1	-1	1	-2	-2
1250	ZIP_00880	29	m	-2	-2	-2	-2	3	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1251	ZIP_33720	35	m	-2	-2	-2	-2	0	0	-2	-2	-2	-2	-2	-2	-2	-2	2	2
1252	ZIP_00980	32	n	1	-2	-1	-2	4	3	-1	-2	-2	-2	1	-2	-2	2	-1	-1
1253	ZIP_33410	19	n	2	2	2	1	4	1	2	1	2	2	2	1	-1	2	2	1
1254	ZIP_00100	22	m	2	2	2	2	0	0	2	2	-2	-2	-2	-2	-2	2	2	2
1255	ZIP_00180	26	m	-2	-2	-2	-2	2	1	-2	-2	-2	-2	-2	-2	-2	0	-2	-2
1256	ZIP_00730	43	m	2	2	2	2	4	2	2	2	2	1	2	2	2	-1	2	2
1257	ZIP_00780	57	m	-2	2	2	2	4	1	2	2	2	2	-1	2	2	2	-2	-2
1258	ZIP_00200	40	n	1	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1259	ZIP_00200	32	m	1	-1	-1	-2	3	1	-1	-1	-2	-1	-1	-2	-2	2	-2	2
1260	ZIP_02120	50	m	-2	2	2	2	4	4	2	2	2	-2	-2	2	2	2	2	0
1261	ZIP_00150	31	m	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1
1262	ZIP_00120	47	m	2	2	2	2	4	4	2	2	2	2	2	2	1	2	1	1
1263	ZIP_00100	53	m	2	2	2	2	4	2	2	2	2	2	2	2	2	2	1	1
1264	ZIP_00810	43	m	-2	-2	-2	-2	2	1	-2	-2	-2	1	1	1	-1	2	-2	-2
1265	ZIP_00850	50	n	-2	-2	-2	-2	4	2	-2	-2	-1	-1	-1	-2	-2	2	-2	-2
1266	ZIP_00800	24	n	2	2	2	2	3	1	2	2	2	2	2	2	2	0	2	0
1267	ZIP_00100	51	n	1	2	1	1	3	3	1	1	1	1	2	1	2	1	-2	-2
1268	ZIP_21530	46	n	2	2	2	2	1	0	2	2	2	2	2	2	2	0	2	2
1269	ZIP_00980	64	n	-2	-2	-2	-2	4	1	-2	-2	-2	-2	-1	-1	-2	2	-2	-2
1270	ZIP_90100	32	m	1	2	-1	-2	1	1	2	2	-1	-1	-1	-1	1	2	-1	-1
1271	ZIP_00240	57	n	2	2	2	1	3	1	2	2	2	1	2	1	2	1	1	1
1272	ZIP_01450	54	m	-1	2	-1	2	4	3	2	2	2	2	2	2	2	-1	-1	-1
1273	ZIP_00670	38	n	2	1	1	0	1	0	1	1	1	-2	1	1	-1	2	-1	-2
1274	ZIP_00720	58	m	2	2	2	1	3	1	2	2	2	2	2	1	-1	1	2	1
1275	ZIP_01510	54	m	2	1	2	2	3	1	2	2	2	2	2	2	2	1	2	1
1276	ZIP_00910	24	n	2	2	2	0	3	1	1	-1	1	-1	1	1	1	0	0	-1
1277	ZIP_00560	30	m	-2	-2	-1	-2	4	1	-1	-2	1	-1	1	-2	-2	2	-1	-2
1278	ZIP_00560	41	n	1	1	1	-1	4	1	1	-1	-1	-1	2	-1	-2	2	1	0
1279	ZIP_00120	63	m	2	2	2	2	2	0	2	2	2	2	2	2	2	1	2	1
1280	ZIP_00530	32	m	2	2	2	1	4	3	2	1	2	2	1	1	1	2	2	0
1281	ZIP_00980	35	m	1	-2	-2	-2	3	3	1	-2	-2	-2	1	-1	-2	1	-2	-2
1282	ZIP_00850	64	m	0	-1	-1	-1	4	3	-1	-1	1	1	-1	-2	-2	2	0	0
1283	ZIP_00200	40	n	2	2	2	1	4	3	2	1	2	2	2	1	-2	0	2	-2
1284	ZIP_00930	48	n	2	2	2	2	4	4	2	2	2	2	2	2	2	0	2	2
1285	ZIP_00520	36	m	2	-1	-1	-2	4	2	1	-1	1	1	1	-2	-2	2	-1	-2
1286	ZIP_00210	60	m	1	-2	-1	-2	4	1	-1	-2	-2	-2	-2	-2	-2	2	-2	-2
1287	ZIP_00530	47	m	2	2	2	2	4	1	2	2	2	2	2	1	2	1	2	2
1288	ZIP_00530	44	m	2	2	2	2	4	1	2	2	2	2	2	2	2	2	2	2
1289	ZIP_00550	31	m	1	-1	1	1	3	2	1	1	2	2	2	-1	-1	2	-2	-2
1290	ZIP_01370	25	n	2	2	2	-1	1	1	2	2	2	2	2	2	2	-2	1	-2
1291	ZIP_00100	55	n	2	2	2	2	3	2	2	2	2	2	2	-1	2	-1	1	1
1292	ZIP_00560	38	m	1	-2	-1	-2	3	2	-1	-2	-1	0	-2	-2	-2	1	-2	-2
1293	ZIP_00280	57	m	-2	-2	-2	-2	4	2	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1294	ZIP_00620	58	m	-2	-1	-2	-2	3	2	-2	-2	-1	-1	-2	-2	-2	2	-2	-2
1295	ZIP_00300	23	m	2	2	2	1	3	1	2	1	2	2	2	2	2	-1	2	2
1296	ZIP_00500	24	n	2	2	2	2	4	3	2	2	2	2	2	2	2	1	2	-1
1297	ZIP_00580	36	m	2	2	2	1	4	3	2	2	2	2	2	-1	-1	2	2	2
1298	ZIP_00100	22	n	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	1
1299	ZIP_00550	23	m	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2
1300	ZIP_00100	34	m	-1	-2	-1	-2	3	3	-2	-2	1	-1	1	-2	-2	2	-2	-2
1301	ZIP_00130	25	m	2	2	2	2	2	1	2	1	2	2	2	-1	-2	2	2	-2
1302	ZIP_00510	23	n	2	1	2	2	1	1	2	2	2	2	2	2	2	-1	1	-1
1303	ZIP_00300	70	n	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	2	-2
1304	ZIP_04497	25	m	2	2	2	2	4	4	2	2	2	2	2	2	2	-1	2	-1
1305	ZIP_00740	23	n	2	2	2	1	1	0	2	1	2	2	2	2	2	-1	0	-1
1306	ZIP_00300	72	m	1	-2	-2	-2	3	1	-2	-2	-2	-2	-1	-2	-2	0	-2	-2
1307	ZIP_00560	20	n	2	2	2	-1	3	2	1	-2	2	2	2	1	-2	1	2	0
1308	ZIP_00560	51	n	2	2	2	-1	4	1	1	1	1	1	1	1	-1	1	1	-1
1309	ZIP_00150	44	n	2	2	2	1	4	1	1	1	2	-1	1	-1	-2	2	1	-1
1310	ZIP_00810	32	m	2	2	2	2	4	1	2	2	2	2	2	2	2	2	2	2
1311	ZIP_00520	49	m	2	2	2	2	4	2	2	2	2	1	2	1	-1	1	2	1
1312	ZIP_00990	66	m	1	-1	1	-2	4	1	-1	-2	-1	-2	-1	-2	-2	2	-2	-2
1313	ZIP_00550	24	n	2	2	2	1	2	1	2	1	1	2	2	2	2	0	1	-1
1314	ZIP_00120	37	m	-1	-2	0	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1315	ZIP_00530	35	m	2	2	2	2	4	3	2	2	2	2	2	2	2	2	2	2
1316	ZIP_00530	32	m	2	2	2	2	4	1	2	2	1	1	2	2	1	0	1	0
1317	ZIP_00390	64	m	1	2	2	1	2	1	2	2	2	2	2	1	-1	2	1	1
1318	ZIP_00780	65	m	-2	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1319	ZIP_70620	43	n	2	2	2	2	1	1	2	2	2	1	2	-1	-1	0	-1	1
1320	ZIP_02630	59	m	-1	-1	-1	-2	2	1	-2	-2	-2	-1	-2	-2	-2	2	-2	-2
1321	ZIP_00900	23	x	2	2	2	2	3	1	2	2	2	2	2	1	1	2	2	1
1322	ZIP_02300	47	m	1	1	1	1	3	3	2	-1	2	-1	1	2	-1	2	2	2
1323	ZIP_00300	67	n	2	1	2	1	4	1	2	1	1	2	2	0	1	1	1	0
1324	ZIP_00660	68	n	2	-2	-2	-2	2	1	-2	-2	-2	-2	-1	-2	-1	2	-2	-2
1325	ZIP_00430	56	m	2	2	2	1	3	2	2	2	-2	-2	2	-2	-2	2	1	1
1326	ZIP_00240	65	m	2	2	2	2	3	1	2	2	2	2	2	2	2	0	2	2
1327	ZIP_00980	58	m	-1	-1	-1	-2	4	3	0	-1	-1	-2	-1	-2	-2	2	-2	-2
1328	ZIP_00550	37	m	2	-1	1	-2	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2
1329	ZIP_00530	54	m	2	2	2	2	4	1	2	2	2	2	2	2	2	1	2	2
1330	ZIP_00910	42	n	2	2	2	2	4	1	2	2	2	2	2	2	2	1	2	1
1331	ZIP_00160	79	m	-2	-2	-2	-2	4	2	-1	-2	-2	-2	-2	-2	-2	2	-2	-2
1332	ZIP_00200	67	m	2	2	2	2	3	0	2	2	2	2	2	2	2	-2	2	-2
1333	ZIP_00420	27	n	-2	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1334	ZIP_00530	70	n	1	2	1	-1	3	0	1	1	2	1	2	1	-1	1	1	-2
1335	ZIP_00980	38	n	2	2	2	1	2	1	1	-1	2	1	2	-1	-1	2	2	-2
1336	ZIP_00980	46	m	2	2	2	2	4	4	2	2	2	2	2	2	1	1	2	1
1337	ZIP_00990	23	n	2	2	2	2	4	2	2	2	2	2	2	2	2	-1	2	2
1338	ZIP_00750	63	m	-2	-2	-2	-2	4	1	-1	-2	-2	-2	-2	-2	-2	1	-2	-2
1339	ZIP_00760	54	n	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1
1340	ZIP_00800	37	n	2	2	2	1	1	0	2	2	2	-2	2	1	-1	2	1	1
1341	ZIP_00650	51	m	1	-2	-1	-2	3	1	-1	-1	-2	-1	-1	-1	-2	2	-2	-2
1342	ZIP_40400	34	m	1	1	1	1	3	1	1	1	1	1	1	1	1	1	-2	-1
1343	ZIP_00250	33	m	-1	-2	-1	-2	3	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1344	ZIP_00720	28	m	1	1	1	-1	1	0	0	-1	1	-1	2	-1	-1	2	-1	-2
1345	ZIP_00630	35	m	2	-2	-1	-2	3	1	0	-2	-2	-2	-1	-2	-2	2	-2	-2
1346	ZIP_00580	34	m	2	2	2	2	3	1	2	2	2	2	2	2	2	-1	2	2
1347	ZIP_00560	63	n	2	2	2	2	4	1	2	2	2	2	2	2	2	0	2	2
1348	ZIP_00160	48	n	-2	-2	-2	-2	4	2	-1	-1	-2	-2	-1	-2	-2	2	-2	-2
1349	ZIP_00150	47	x	-2	-2	-2	-2	4	2	-2	-2	-2	-2	-1	-2	-2	2	-2	-2
1350	ZIP_00820	66	m	1	-2	-2	-2	4	0	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1351	ZIP_00990	78	m	1	1	1	1	3	1	1	1	-1	-1	1	1	1	1	1	1
1352	ZIP_00320	68	n	2	2	2	2	4	1	2	2	2	2	2	2	2	1	2	1
1353	ZIP_00200	67	x	1	-1	-2	-2	3	1	-2	-2	-2	-1	-1	-2	-2	1	-2	-2
1354	ZIP_00980	60	m	2	2	2	2	3	1	2	2	2	2	2	2	2	1	2	1
1355	ZIP_00990	33	m	2	1	1	-1	4	1	-1	-1	-2	-2	2	1	-2	2	-1	-2
1356	ZIP_00250	33	m	2	1	1	-1	1	1	1	-1	1	-1	2	-1	1	-1	-1	1
1357	ZIP_00800	43	n	2	2	2	1	3	1	2	2	2	2	1	-1	1	2	2	-1
1358	ZIP_00990	32	n	2	2	1	-1	4	1	2	-1	1	1	2	-1	-2	1	2	0
1359	ZIP_00910	38	n	2	1	1	-2	4	3	1	-1	2	-1	-1	-2	-2	2	1	0
1360	ZIP_04230	40	n	2	1	2	-1	1	0	1	1	2	1	2	1	1	0	-1	-2
1361	ZIP_00410	52	n	2	2	2	2	3	2	1	1	2	2	2	1	-1	1	1	0
1362	ZIP_00990	67	n	2	2	2	2	4	2	2	2	-2	-2	2	2	-2	2	1	-2
1363	ZIP_00740	60	n	2	2	2	0	3	0	1	0	1	1	1	0	0	2	0	0
1364	ZIP_27860	49	m	2	2	2	2	0	0	2	2	-1	-2	2	2	-1	2	2	2
1365	ZIP_00250	45	m	2	2	2	2	4	3	2	2	1	2	2	2	2	2	2	-2
1366	ZIP_00390	36	n	2	2	2	2	3	1	2	2	2	2	2	2	2	1	1	1
1367	ZIP_02600	28	n	2	2	2	2	3	1	2	2	2	2	2	2	2	1	2	1
1368	ZIP_00910	39	n	2	2	2	2	4	3	2	2	2	2	2	2	2	1	2	-1
1369	ZIP_00200	44	n	2	2	2	1	4	1	2	2	2	2	2	1	1	2	1	1
1370	ZIP_00280	91	m	2	2	2	2	2	1	2	2	2	1	2	2	1	1	2	2
1371	ZIP_00930	46	m	-2	-2	-2	-2	3	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1372	ZIP_00830	38	m	2	1	1	-1	4	3	1	0	2	-1	1	-1	0	1	0	1
1373	ZIP_02100	30	n	2	2	0	0	1	0	0	-1	1	1	0	-2	-2	2	0	-2
1374	ZIP_00950	40	n	2	2	2	-1	2	1	2	1	1	-1	2	-1	-2	2	2	2
1375	ZIP_00930	40	n	1	-2	-2	-2	4	4	-2	-2	-2	-2	-1	-2	-2	2	-2	-2
1376	ZIP_00750	18	m	2	2	2	1	1	1	2	-1	2	2	2	1	1	1	1	-1
1377	ZIP_00500	29	n	2	2	2	2	3	1	2	1	2	2	2	2	2	1	2	-1
1378	ZIP_00970	33	n	2	2	2	1	1	0	2	2	0	2	-1	2	2	0	2	0
1379	ZIP_00990	40	m	1	-2	-2	-2	4	2	-1	-2	-2	-2	-1	-2	-2	1	-2	-2
1380	ZIP_00810	48	m	2	2	2	0	4	1	2	2	2	2	2	1	1	2	2	0
1381	ZIP_00581	51	m	2	2	2	2	0	0	2	2	2	2	2	2	2	2	-2	-2
1382	ZIP_00100	37	m	2	2	2	2	4	1	2	2	2	2	2	2	2	2	2	2
1383	ZIP_01800	48	m	1	2	2	2	0	0	2	2	2	2	2	2	2	2	-2	-2
1384	ZIP_01000	61	m	-2	2	2	2	4	4	2	2	2	2	2	2	2	2	-2	-2
1385	ZIP_49420	33	m	2	2	2	2	1	1	2	2	-2	-2	-2	2	2	2	2	-2
1386	ZIP_55100	68	m	2	2	2	-2	1	1	-1	-2	-2	-1	-1	-2	-2	2	-2	-1
1387	ZIP_00870	44	m	-2	-2	-2	-2	2	1	-2	-2	-2	-2	-1	-2	-2	2	-2	-2
1388	ZIP_00560	62	m	-1	-1	-2	-2	4	1	0	-1	0	0	-2	-1	-1	2	-2	-1
1389	ZIP_00530	35	n	1	2	2	2	1	1	1	1	2	1	-1	1	2	1	1	1
1390	ZIP_00500	29	m	-2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1391	ZIP_00170	33	m	2	-1	-1	-2	3	3	2	2	2	2	2	1	1	1	1	-2
1392	ZIP_00200	35	n	2	2	2	2	4	1	2	2	2	2	2	1	-1	2	1	1
1393	ZIP_00150	40	m	-2	-2	-2	-2	3	2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2
1394	ZIP_00100	57	n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1395	ZIP_00800	72	m	-2	-2	-2	-2	2	1	-2	-2	-1	-2	-2	-2	-2	-1	-2	-2
1396	ZIP_13211	44	m	2	2	2	2	3	2	2	2	2	1	-1	1	2	-1	2	2
1397	ZIP_02100	65	m	-1	2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1398	ZIP_96440	50	m	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	-2
1399	ZIP_00800	47	n	2	1	2	1	3	3	2	1	2	1	1	1	1	2	2	1
1400	ZIP_09100	25	m	2	-2	-2	-2	2	1	-1	-1	-2	-2	-1	-1	-1	-1	-2	-2
1401	ZIP_00930	57	m	-2	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
